accessionVersion	lineage	sampleCollectionDate	geoLocCountry	geoLocAdmin1	authors	authorAffiliations	hostNameScientific	length	earliestReleaseDate	submissionId	groupName	dataUseTerms	dataUseTermsUrl	biosampleAccession	completeness	geoLocAdmin2	geoLocCity	insdcAccessionFull	insdcRawReadsAccession	isLabHost	specimenCollectorSampleId	totalAmbiguousNucs	totalUnknownNucs	diagnosticMeasurementValue	diagnosticMeasurementMethod	diagnosticMeasurementUnit
PP_002X2UC.1	B.D.4.1.1	2019-01	USA	Pittsburgh, PA	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	University of Pittsburgh, Department of Medicine	Homo sapiens	15122	2025-04-02	PV388331.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9934962554197871			PV388331.1			RSV00038	0	0			
PP_002X2VA.1	B.D.E.1	2024-12-07	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15150	2025-04-02	PV404544.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.8850348180265405			PV404544.1			hRSV-B-RB8216989678	0	1672			
PP_002X2W8.1	B.D.4.1.3	2024-12-07	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15143	2025-04-02	PV404545.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.8368151359873867			PV404545.1			hRSV-B-RB6991692757	0	2405			
PP_002X2X6.1	B.D.E.1	2024-12-12	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15148	2025-04-02	PV404546.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9310865852056235			PV404546.1			hRSV-B-RB8639978574	0	971			
PP_002X2Y4.1	B.D.E.1	2024-11-27	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15148	2025-04-02	PV404547.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9818683484430429			PV404547.1			hRSV-B-RB9434876854	0	198			
PP_002X2Z2.1	B.D.E.1	2024-11-08	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	14940	2025-04-02	PV404548.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.8793851005124163			PV404548.1			hRSV-B-RB2167371185	0	1556			
PP_002X300.1	B.D.E.1	2024-11-29	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15148	2025-04-02	PV404549.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.928655892786756			PV404549.1			hRSV-B-RB3322896215	0	1008			
PP_002X31Y.1	B.D.E.1	2024-12-04	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15148	2025-04-02	PV404550.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.8904874523715675			PV404550.1			hRSV-B-RB7953484793	0	1589			
PP_002X32W.1	B.D.E.1	2024-11-02	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15149	2025-04-02	PV404551.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.8280777821574038			PV404551.1			hRSV-B-RB8927944825	0	2539			
PP_002X33U.1	B.D.E.1.4	2024-12-04	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15146	2025-04-02	PV404552.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.949481014321377			PV404552.1			hRSV-B-RB5456658598	1	690			
PP_002X34S.1	B.D.E.1	2024-12-04	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15148	2025-04-02	PV404553.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.8761660754171594			PV404553.1			hRSV-B-RB4441648296	0	1807			
PP_002X35Q.1	B.D.E.1	2024-03-12	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15146	2025-04-02	PV404554.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9684009985547234			PV404554.1			hRSV-B-RB4533722254	0	403			
PP_002X36N.1	B.D.E.1	2024-11-12	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15149	2025-04-02	PV404555.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9556562869530942			PV404555.1			hRSV-B-RB5287821954	0	597			
PP_002X37L.1	B.D.E.1	2024-11-04	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15148	2025-04-02	PV404556.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.982985153067928			PV404556.1			hRSV-B-RB7185941292	0	181			
PP_002X38J.1	B.D.E.1	2024-11-08	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15148	2025-04-02	PV404557.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.8245302851136513			PV404557.1			hRSV-B-RB3686264312	0	2593			
PP_002X39G.1	B.D.4.1.3	2024-12-08	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15144	2025-04-02	PV404558.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9383129680725266			PV404558.1			hRSV-B-RB2796584294	0	861			
PP_002X3AE.1	B.D.E.1	2024-11-11	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15148	2025-04-02	PV404559.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9124293785310734			PV404559.1			hRSV-B-RB4744524114	0	1255			
PP_002X3BC.1	B.D.E.1	2024-09-30	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15147	2025-04-02	PV404560.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9901458415451321			PV404560.1			hRSV-B-RB9452727869	0	72			
PP_002X3CA.1	B.D.4.1.3	2024-12-04	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15144	2025-04-02	PV404561.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.8916699513861516			PV404561.1			hRSV-B-RB3888163952	0	1571			
PP_002X3D8.1	B.D.E.1	2024-03-16	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15146	2025-04-02	PV404562.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9854815398764946			PV404562.1			hRSV-B-RB5276629917	0	143			
PP_002X3E6.1	B.D.E.1	2024-12-01	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15148	2025-04-02	PV404563.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.8944948101432137			PV404563.1			hRSV-B-RB1771975599	0	1528			
PP_002X3F4.1	B.D.E.1	2024-09-29	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15147	2025-04-02	PV404564.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9865326501116805			PV404564.1			hRSV-B-RB8555948912	0	127			
PP_002X3G2.1	B.D.E.1	2024-09-27	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15149	2025-04-02	PV404565.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9804230718696624			PV404565.1			hRSV-B-RB2794137486	0	220			
PP_002X3HZ.1	B.D.4.1.3	2024-12-11	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15144	2025-04-02	PV404566.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9218236762580475			PV404566.1			hRSV-B-RB7643489942	0	1112			
PP_002X3JX.1	B.D.E.1.4	2024-12-06	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15146	2025-04-02	PV404567.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9729339114439627			PV404567.1			hRSV-B-RB3443854767	0	334			
PP_002X3KV.1	B.D.E.1	2024-03-12	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15146	2025-04-02	PV404568.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9729996058336619			PV404568.1			hRSV-B-RB4669294871	0	333			
PP_002X3LT.1	B.D.E.1	2024-12-04	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15146	2025-04-02	PV404569.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9557219813427933			PV404569.1			hRSV-B-RB9247827117	0	596			
PP_002X3MR.1	B.D.E.1	2024-12-06	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15150	2025-04-02	PV404570.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9620943371436079			PV404570.1			hRSV-B-RB7435633546	0	499			
PP_002X3NP.1	B.D.E.1	2024-07-10	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	14854	2025-04-02	PV404571.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9674812770989357			PV404571.1			hRSV-B-RB4687981741	0	125			
PP_002X3PM.1	B.D.E.1	2024-11-11	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15148	2025-04-02	PV404572.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9272763106030745			PV404572.1			hRSV-B-RB5273361579	0	1029			
PP_002X3QK.1	B.D.E.1	2024-12-03	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15146	2025-04-02	PV404573.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9555905925633951			PV404573.1			hRSV-B-RB9234559137	0	598			
PP_002X3RH.1	B.D.E.1	2024-11-18	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15148	2025-04-02	PV404574.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9819997372224412			PV404574.1			hRSV-B-RB5985434776	0	196			
PP_002X3SF.1	B.D.E.1.4	2024-12-13	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15146	2025-04-02	PV404575.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9007357771646302			PV404575.1			hRSV-B-RB4369661785	0	1433			
PP_002X3TD.1	B.D.4.1.3	2024-11-13	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15143	2025-04-02	PV404576.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9097359085534096			PV404576.1			hRSV-B-RB1562264332	0	1295			
PP_002X3UB.1	B.D.E.1	2024-11-09	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15148	2025-04-02	PV404577.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.894626198922612			PV404577.1			hRSV-B-RB1474496776	0	1526			
PP_002X3V9.1	B.D.E.1	2024-07-15	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	14854	2025-04-02	PV404578.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9574957298646696			PV404578.1			hRSV-B-RB4789618169	0	277			
PP_002X3W7.1	B.D.E.1	2024-11-30	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15106	2025-04-02	PV404579.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.8018000262777559			PV404579.1			hRSV-B-RB8748999337	0	2901			
PP_002X3X5.1	B.D.E.1	2024-12-02	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15148	2025-04-02	PV404580.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9448167126527395			PV404580.1			hRSV-B-RB4326641816	0	762			
PP_002X3Y3.1	B.D.E.1	2024-11-05	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15148	2025-04-02	PV404581.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9765471028774143			PV404581.1			hRSV-B-RB3173972596	0	279			
PP_002X3Z1.1	B.D.E.1	2024-11-01	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15120	2025-04-02	PV404582.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.8416108264354224			PV404582.1			hRSV-B-RB5324783256	0	2308			
PP_002X40Z.1	B.D.E.1	2024-11-29	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	14939	2025-04-02	PV404583.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.8600709499408751			PV404583.1			hRSV-B-RB6321145649	0	1849			
PP_002X41X.1	B.D.E.1	2024-12-14	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15147	2025-04-02	PV404584.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.8555380370516358			PV404584.1			hRSV-B-RB5713562784	0	2120			
PP_002X42V.1	B.D.E.1	2024-09-18	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15149	2025-04-02	PV404585.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9803573774799632			PV404585.1			hRSV-B-RB1424967675	0	221			
PP_002X43T.1	B.D.E.1	2024-12-08	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15151	2025-04-02	PV404586.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9664301668637498			PV404586.1			hRSV-B-RB7321536115	0	434			
PP_002X44R.1	B.D.E.1	2024-11-25	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15147	2025-04-02	PV404587.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.8915385626067533			PV404587.1			hRSV-B-RB7196745988	0	1572			
PP_002X45P.1	B.D.E.1	2024-12-09	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15149	2025-04-02	PV404588.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9546051767179083			PV404588.1			hRSV-B-RB4414192987	0	613			
PP_002X46M.1	B.D.E.1.4	2024-12-03	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15122	2025-04-02	PV404589.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.8381947181710682			PV404589.1			hRSV-B-RB2974774119	0	2361			
PP_002X47K.1	B.D.E.1.1	2024-10-25	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15137	2025-04-02	PV404590.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.8805675995270004			PV404590.1			hRSV-B-RB8614747856	0	1733			
PP_002X48H.1	B.D.E.1	2024-07-12	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	14854	2025-04-02	PV404591.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.8601366443305741			PV404591.1			hRSV-B-RB3666594714	0	1759			
PP_002X49F.1	B.D.E.1	2024-11-23	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15147	2025-04-02	PV404592.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9822625147812377			PV404592.1			hRSV-B-RB1945169533	0	192			
PP_002X4AD.1	B.D.E.1	2024-11-26	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15146	2025-04-02	PV404593.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.8475233215083432			PV404593.1			hRSV-B-RB9674916626	0	2242			
PP_002X4BB.1	B.D.E.1	2024-11-11	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15148	2025-04-02	PV404594.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.937458941006438			PV404594.1			hRSV-B-RB8951892246	0	873			
PP_002X4C9.1	B.D.E.1	2024-12-13	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15150	2025-04-02	PV404595.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9504664301668637			PV404595.1			hRSV-B-RB7269429397	0	676			
PP_002X4D7.1	B.D.E.1	2024-11-06	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	14940	2025-04-02	PV404596.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9622914203127053			PV404596.1			hRSV-B-RB7186933753	0	294			
PP_002X4E5.1	B.D.E.1	2024-09-26	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15147	2025-04-02	PV404597.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9865983445013796			PV404597.1			hRSV-B-RB3239335278	0	126			
PP_002X4F3.1	B.D.E.1.1	2024-10-28	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15144	2025-04-02	PV404598.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9168965970306135			PV404598.1			hRSV-B-RB1319184897	0	1187			
PP_002X4G1.1	B.D.E.1	2024-11-21	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15147	2025-04-02	PV404599.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9029036920247011			PV404599.1			hRSV-B-RB4766129999	0	1399			
PP_002X4HY.1	B.D.4.1.3	2024-12-03	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15144	2025-04-02	PV404600.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9469846275128104			PV404600.1			hRSV-B-RB1567781978	0	729			
PP_002X4JW.1	B.D.E.1	2024-11-29	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15148	2025-04-02	PV404601.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.8905531467612666			PV404601.1			hRSV-B-RB1821255193	0	1588			
PP_002X4KU.1	B.D.E.1	2024-11-27	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	14941	2025-04-02	PV404623.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.8831296807252661			PV404623.1			hRSV-B-HS22549	0	1499			
PP_002X4LS.1	B.D.E.1	2025-01-29	USA		Lauring, A. S.; Papalambros, L. K.	University Of Michigan, Internal Medicine - Infectious Disease	Homo sapiens	15147	2025-04-02	PV404624.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9285901983970569			PV404624.1			hRSV-B-RB9534951216	0	1008			
